feature,emotion
[0.23531546 0.13908073 0.17843943 ... 0.078863   0.15319603 0.04370108],5
[0.11388951 0.02413996 0.05419196 ... 0.01136239 0.00506141 0.        ],4
[0.07550516 0.00243516 0.02412312 ... 0.26343919 0.21245121 0.11432349],2
[0.40953705 0.40953705 0.40953705 ... 0.00943363 0.00248598 0.00351571],2
[0. 0. 0. ... 0. 0. 0.],5
[0.38374153 0.08688852 0.0190734  ... 0.08420045 0.0405941  0.04838177],6
[0.07631688 0.10503302 0.07085504 ... 0.01050196 0.1870341  0.37161943],4
[0.25261412 0.14584157 0.09084648 ... 0.01736754 0.05492097 0.27013174],5
[0.18699463 0.08083692 0.09140254 ... 0.05351914 0.06405509 0.03108434],4
[0.11038367 0.04605852 0.20873164 ... 0.24631113 0.07869631 0.01086754],4
[0.2428536  0.2428536  0.09686454 ... 0.06252304 0.         0.00388849],6
[0.33741721 0.06744563 0.0319446  ... 0.         0.         0.        ],7
[0.268376   0.25780816 0.16531092 ... 0.0241312  0.01494578 0.08649818],5
[0.0842456  0.10233803 0.12899475 ... 0.03251089 0.04343284 0.0838798 ],1
[0.29917776 0.1627354  0.21065158 ... 0.         0.         0.06473463],4
[0.40068204 0.         0.         ... 0.02599971 0.06275252 0.        ],3
[0.304973   0.41089635 0.41089635 ... 0.00380289 0.34411418 0.34411418],4
[0.31694469 0.31694469 0.06941708 ... 0.16504077 0.21507064 0.11724017],4
[0.23378915 0.10855901 0.07530506 ... 0.22882707 0.15460768 0.06721474],1
[0.27896333 0.03861501 0.18992874 ... 0.         0.03257934 0.22658696],5
[0.37927632 0.         0.         ... 0.01989766 0.02215675 0.        ],0
[0.27977569 0.15551461 0.13037291 ... 0.02025514 0.         0.06738589],5
[0.35083453 0.         0.         ... 0.06751367 0.         0.        ],4
[0.06123082 0.04146586 0.10528761 ... 0.25137394 0.09920677 0.09400817],2
[0.26967277 0.26967277 0.26967277 ... 0.01871583 0.01040418 0.0518308 ],5
[0.18728602 0.04498903 0.02693408 ... 0.01360506 0.00358525 0.0147865 ],3
[0.26025248 0.10041209 0.11127463 ... 0.09238165 0.21210251 0.35767385],0
[0.23095393 0.05993176 0.11187371 ... 0.01035135 0.02253103 0.05064197],5
[0.33994086 0.06817456 0.0050375  ... 0.         0.         0.        ],5
[0.11739347 0.         0.1309199  ... 0.08952574 0.0207497  0.17332388],1
[0.05721405 0.00837941 0.01190124 ... 0.26244541 0.12537118 0.11792988],3
[0.02815662 0.02976565 0.01715579 ... 0.16037552 0.08258929 0.16734822],1
[0.338231 0.       0.       ... 0.       0.       0.      ],6
[0.22345279 0.18866531 0.02233423 ... 0.08184881 0.0570595  0.04167091],3
[0.25241821 0.03125952 0.10328803 ... 0.25444529 0.20647827 0.25370012],2
[0.24697307 0.12989646 0.14896852 ... 0.08495249 0.04097504 0.02489838],3
[0.39091357 0.         0.         ... 0.03934044 0.06343456 0.        ],5
[0.29784069 0.1617521  0.05757195 ... 0.07193268 0.12818476 0.08366952],3
[0.30127472 0.30127472 0.03690918 ... 0.21095881 0.08909501 0.0878099 ],4
[0.17817744 0.05113092 0.13708287 ... 0.01415702 0.         0.29397327],4
[0.12480264 0.32759961 0.09108287 ... 0.1067451  0.04386464 0.        ],5
[0.27926574 0.05594353 0.17690897 ... 0.22195839 0.50389309 0.18437719],3
[0.10927125 0.22653973 0.25283652 ... 0.         0.         0.02031408],7
[0.31314599 0.         0.19882936 ... 0.11036461 0.09708832 0.24104585],5
[0.11487462 0.07234231 0.04023903 ... 0.00587933 0.03860312 0.        ],4
[0.31486466 0.31486466 0.06641283 ... 0.01477774 0.18751409 0.09327649],5
[0.23952627 0.05714776 0.09429694 ... 0.39803172 0.00575064 0.00808276],6
[0.01678642 0.         0.         ... 0.00265284 0.05204683 0.02139063],1
[0.26930131 0.31326841 0.31326841 ... 0.         0.01236843 0.        ],4
[0.16900434 0.         0.         ... 0.21487934 0.         0.        ],5
[0.         0.         0.         ... 0.00743735 0.         0.        ],5
[0.16490039 0.3038795  0.3038795  ... 0.0089746  0.07870031 0.34796913],4
[0.11060935 0.03333634 0.00491458 ... 0.06481419 0.22698776 0.18524503],4
[0.37236039 0.08442136 0.03636015 ... 0.05209382 0.01164237 0.0582167 ],5
[0.22493972 0.04398655 0.07867425 ... 0.20002231 0.30951675 0.15367877],5
[0.04812843 0.01345119 0.01224963 ... 0.00293504 0.01813088 0.1395467 ],6
[0.19114991 0.01233712 0.         ... 0.07516628 0.20655731 0.18684205],4
[0.04368866 0.         0.         ... 0.         0.         0.16162874],6
[0.34179395 0.06912637 0.         ... 0.         0.         0.04033035],3
[0.1665951  0.08272478 0.01756323 ... 0.01240657 0.         0.01387097],5
[0.29017453 0.         0.         ... 0.         0.         0.        ],0
[0.09167301 0.02663743 0.03140227 ... 0.14238086 0.09242489 0.        ],5
[0.07950929 0.03587775 0.00837523 ... 0.         0.         0.        ],4
[0.21728989 0.02321388 0.02730963 ... 0.         0.02293456 0.04543128],5
[0.26386098 0.13888351 0.18532881 ... 0.09587239 0.0947946  0.04957541],5
[0.28234316 0.28234316 0.23917301 ... 0.         0.         0.        ],7
[0.27768896 0.23319826 0.27768896 ... 0.         0.         0.01160975],7
[0.24290103 0.04455028 0.07885436 ... 0.10393573 0.0952298  0.06806649],1
[0.09281695 0.02280183 0.05496694 ... 0.         0.         0.        ],5
[0.42735395 0.         0.09833978 ... 0.07203961 0.03816978 0.10671804],6
[0.21116495 0.         0.01571749 ... 0.17722917 0.07005599 0.        ],4
[0.2199654  0.29260061 0.06453445 ... 0.16910079 0.         0.02148649],2
[0.26965682 0.26965682 0.26965682 ... 0.00887281 0.03488661 0.20195731],1
[0.40203116 0.1629927  0.15502967 ... 0.06887686 0.21502298 0.0388927 ],3
[0.48783215 0.         0.14272485 ... 0.01465552 0.02317242 0.        ],6
[0.40732599 0.         0.         ... 0.02878791 0.14191044 0.12928343],5
[0.04123583 0.         0.         ... 0.10499778 0.         0.        ],0
[0.27490685 0.27490685 0.2353363  ... 0.02146179 0.03276682 0.10025438],5
[0.15176002 0.09588668 0.03462083 ... 0.13628981 0.21984748 0.22392155],2
[0.03635322 0.04877296 0.02056449 ... 0.05560975 0.01340449 0.01565757],0
[0.3021107  0.3021107  0.3021107  ... 0.24724975 0.20042818 0.21576777],2
[0.31526196 0.23714903 0.31526196 ... 0.05274045 0.01170697 0.        ],5
[0.34161391 0.14290118 0.         ... 0.03725544 0.22619234 0.12652792],5
[0.10688315 0.04091541 0.31376798 ... 0.3656621  0.21267376 0.0259822 ],6
[0.05977656 0.01868017 0.         ... 0.         0.         0.        ],7
[0.13415343 0.02874913 0.04097979 ... 0.02140564 0.02925908 0.03255775],4
[0.         0.         0.         ... 0.1462408  0.10287867 0.08765787],0
[0.05859474 0.0541984  0.05216287 ... 0.         0.00283603 0.00153805],6
[0.28389747 0.28389747 0.07358432 ... 0.14951242 0.15309627 0.05266677],2
[0.1136556  0.33322272 0.11880739 ... 0.04015097 0.02116142 0.00997559],5
[0.53530514 0.         0.         ... 0.01808477 0.         0.01224895],0
[0.35565589 0.15538948 0.02292261 ... 0.         0.         0.04531997],4
[0.14847232 0.11257022 0.08379964 ... 0.22818669 0.10179276 0.11168   ],1
[0.10770248 0.0104677  0.         ... 0.0188294  0.02450916 0.01031019],1
[0.04791308 0.31768234 0.31768234 ... 0.24846821 0.08086567 0.06219689],5
[0.16524476 0.07371831 0.03244121 ... 0.1610435  0.11333218 0.06404696],4
[0.         0.         0.         ... 0.03479645 0.00578124 0.01066008],4
[0.04819174 0.         0.0075726  ... 0.1087201  0.         0.        ],3
[0.05987475 0.0038076  0.02082687 ... 0.07320111 0.13465102 0.01553625],5
[0.25234183 0.04798598 0.08335491 ... 0.04731361 0.05777292 0.03948402],5
[0.02081087 0.         0.         ... 0.22910479 0.22910479 0.06137011],6
[0.         0.         0.         ... 0.01165034 0.         0.        ],7
[0.33426675 0.33426675 0.00106026 ... 0.34996602 0.26844169 0.00961633],5
[0.34390856 0.         0.         ... 0.         0.         0.1617577 ],5
[0.22054097 0.06752605 0.02950562 ... 0.04577691 0.04905508 0.27097893],4
[0.37058948 0.37058948 0.16212279 ... 0.         0.04922783 0.36939738],5
[0.27765183 0.         0.         ... 0.         0.01110248 0.01972778],5
[0.28140672 0.13269899 0.28140672 ... 0.13821244 0.07284435 0.03433916],5
[0.29565191 0.19240499 0.04956254 ... 0.03024774 0.08635936 0.19188511],5
[0.39971984 0.01327332 0.0104561  ... 0.05144354 0.02033485 0.09501123],4
[0.08223696 0.04403222 0.40238837 ... 0.         0.         0.10622284],4
[0.18169477 0.         0.         ... 0.14484452 0.13723305 0.05030499],5
[0.09943386 0.         0.04687357 ... 0.         0.         0.        ],3
[0.16183357 0.         0.         ... 0.         0.08648726 0.03051648],5
[0.0442621  0.00194176 0.02096463 ... 0.11179327 0.10442087 0.03075502],4
[0.25600239 0.04950231 0.06461439 ... 0.07015786 0.06722458 0.15728119],5
[0.06408212 0.02002566 0.12308102 ... 0.08162288 0.         0.09341617],1
[0.19040906 0.21352494 0.08870926 ... 0.00941361 0.00615296 0.        ],5
[0.2746194  0.06986347 0.11830095 ... 0.08593807 0.37512599 0.37512599],4
[0.30473176 0.28802482 0.05112206 ... 0.06458237 0.09235286 0.26452473],6
[0.02175584 0.         0.         ... 0.07511113 0.         0.04770068],5
[0.25045878 0.13582025 0.23534219 ... 0.01165961 0.         0.        ],4
[0.26105084 0.27031752 0.05422686 ... 0.09489242 0.04276267 0.13650973],5
[0.21005596 0.07886221 0.1189634  ... 0.02569312 0.         0.        ],5
[0.30650344 0.02070286 0.00268044 ... 0.12332867 0.105839   0.05270897],6
[0.24758218 0.24758218 0.24758218 ... 0.12286109 0.13427596 0.25916558],4
[0.2672035  0.         0.04680713 ... 0.04634818 0.22904784 0.33640023],6
[0.01104067 0.         0.00235649 ... 0.07028271 0.02770393 0.02740915],6
[0.18089656 0.         0.04796744 ... 0.         0.         0.        ],4
[0.41783667 0.         0.09290138 ... 0.         0.         0.03476067],7
[0.38604762 0.38604762 0.03495406 ... 0.         0.0161139  0.44588646],6
[0.21075265 0.         0.         ... 0.04960899 0.05018126 0.24922988],1
[0.20108371 0.0397486  0.12798344 ... 0.11575576 0.11504681 0.04387794],5
[0.17810208 0.16568347 0.13246849 ... 0.12959327 0.20369371 0.15330094],4
[0.26184988 0.26184988 0.26184988 ... 0.02254898 0.03565307 0.        ],5
[0.17174191 0.02647885 0.01519554 ... 0.10700485 0.264073   0.133003  ],5
[0.08475118 0.12913435 0.07840123 ... 0.02394788 0.32794459 0.20086397],3
[0.25898894 0.09767703 0.20417725 ... 0.00828441 0.0130988  0.02419718],5
[0.16112243 0.06820802 0.00314551 ... 0.3090612  0.0895801  0.0230901 ],5
[0.10098786 0.         0.         ... 0.         0.01751569 0.0476506 ],4
[0.16033861 0.0333907  0.34709461 ... 0.02317336 0.24191238 0.18706358],5
[0.27659424 0.03242842 0.06702038 ... 0.07656848 0.         0.        ],1
[0.27497098 0.         0.03535161 ... 0.16281005 0.18671731 0.06190063],1
[0.38081919 0.04580343 0.         ... 0.         0.         0.        ],3
[0.18743425 0.02205872 0.01395116 ... 0.         0.         0.        ],6
[0.39110279 0.3923449  0.32314829 ... 0.01810521 0.01534198 0.        ],5
[0.34795193 0.03953602 0.06374993 ... 0.03058577 0.01493275 0.        ],7
[0.07902655 0.         0.06403013 ... 0.00954448 0.03616576 0.02850299],2
[0.19931568 0.         0.04487899 ... 0.01171406 0.         0.05238685],2
[0.23950813 0.17996161 0.19675442 ... 0.10064291 0.06752737 0.15498617],2
[0.16770271 0.10468361 0.02941609 ... 0.02230537 0.02606484 0.00283309],4
[0.27327762 0.03349704 0.06937696 ... 0.00868223 0.04967142 0.08535956],7
[0.2742356  0.01480329 0.         ... 0.29409207 0.29409207 0.21943709],3
[0.03487825 0.         0.         ... 0.         0.         0.        ],5
[0.33317427 0.31446302 0.         ... 0.0719095  0.08156337 0.24197617],4
[0.23671996 0.00934046 0.         ... 0.00982225 0.         0.02196322],4
[0.12577212 0.         0.         ... 0.         0.         0.        ],5
[0.31421972 0.30133293 0.03020507 ... 0.08869307 0.13567811 0.16645853],1
[0.14554231 0.         0.         ... 0.         0.         0.        ],2
[0.30045856 0.01193821 0.17229301 ... 0.         0.01738512 0.27897812],4
[0.09511786 0.01773677 0.05493456 ... 0.22186541 0.04553439 0.        ],3
[0.         0.         0.         ... 0.01706205 0.         0.        ],7
[0.19402805 0.13371175 0.22399126 ... 0.00891662 0.11688901 0.14031215],6
[0.27441894 0.27441894 0.06863862 ... 0.         0.         0.01976287],5
[0.22370069 0.11319019 0.09858906 ... 0.03592436 0.14363326 0.05233778],5
[0.03698594 0.         0.00581178 ... 0.         0.         0.25613491],5
[0.20519888 0.12709968 0.19328705 ... 0.08705404 0.15358097 0.32323017],2
[0.28683825 0.21694351 0.28683825 ... 0.24910828 0.21963722 0.32437845],6
[0.         0.         0.         ... 0.11334174 0.13298508 0.00843526],4
[0.24138151 0.17741659 0.24724606 ... 0.19503369 0.20060367 0.07266615],5
[0.4157543  0.09123009 0.         ... 0.         0.05054634 0.09007984],5
[0.40452649 0.02854386 0.02707908 ... 0.15127512 0.29461629 0.19942087],3
[0.04422106 0.         0.03126901 ... 0.39947786 0.2061586  0.22593823],0
[0.32554945 0.14336735 0.01569661 ... 0.         0.         0.        ],5
[0.31052286 0.26408644 0.16419915 ... 0.16875009 0.15321373 0.10814062],1
[0.01897501 0.         0.         ... 0.         0.         0.        ],6
[0.21833001 0.20362308 0.0950829  ... 0.01243672 0.04251289 0.35095614],0
[0.25246829 0.11639903 0.11767498 ... 0.0067271  0.01063648 0.03835037],4
[0.04670663 0.         0.00943616 ... 0.05167194 0.0827213  0.03444878],1
[0.36845623 0.21410354 0.         ... 0.16248439 0.11885542 0.17765422],4
[0.38390201 0.3520679  0.09395162 ... 0.10988715 0.09603601 0.06614429],7
[0.01857816 0.0102566  0.03750676 ... 0.00802093 0.03001847 0.01619763],5
[0.20587933 0.         0.03235081 ... 0.04206762 0.06700173 0.        ],2
[0.25070931 0.1537459  0.15047315 ... 0.03988998 0.1067674  0.12776241],6
[0.11618323 0.05183026 0.30726369 ... 0.         0.         0.        ],5
[0.36956879 0.0478576  0.0689078  ... 0.         0.         0.        ],4
[0.3258655  0.04911094 0.         ... 0.02490946 0.08967002 0.0724624 ],5
[0.02049377 0.         0.         ... 0.06468958 0.07274097 0.16340659],5
[0.14973341 0.04895825 0.0225573  ... 0.02953281 0.04919004 0.41503531],5
[0.0600626  0.03573345 0.03244567 ... 0.24184542 0.23520075 0.10140853],3
[0.07455113 0.00344536 0.08791265 ... 0.06156646 0.03901656 0.06486164],7
[0.1247128 0.        0.        ... 0.        0.        0.       ],5
[0.07680024 0.04409749 0.09040274 ... 0.0233667  0.18587018 0.29871816],6
[0.36804974 0.         0.         ... 0.02051101 0.14147291 0.        ],5
[0.43109178 0.         0.         ... 0.         0.13534584 0.        ],7
[0.06540112 0.00782811 0.01089855 ... 0.08415136 0.06855821 0.07946658],4
[0.25271517 0.12009047 0.24447685 ... 0.02014857 0.         0.04289742],2
[0.14878701 0.         0.         ... 0.         0.         0.        ],5
[0.35558086 0.         0.         ... 0.05231543 0.0377252  0.        ],4
[0.21274508 0.06932649 0.09865331 ... 0.09370821 0.11757184 0.04385464],5
[0.14333382 0.31982787 0.31982787 ... 0.13375344 0.13188186 0.03323131],4
[0.22683472 0.         0.         ... 0.         0.         0.        ],5
[0.24165214 0.10682343 0.05280676 ... 0.10370304 0.         0.        ],5
[0.13184897 0.0580046  0.2653069  ... 0.2586436  0.23096786 0.        ],6
[0.25145112 0.         0.03951173 ... 0.07876346 0.04219415 0.        ],3
[0.17581776 0.04047793 0.         ... 0.11674907 0.05238485 0.        ],0
[0.22326063 0.04354794 0.02709092 ... 0.04116169 0.13119674 0.43786596],5
[0.30551051 0.15656357 0.         ... 0.         0.         0.        ],7
[0.13549544 0.         0.         ... 0.00165618 0.36050159 0.17559777],4
[0.04863888 0.02934228 0.08885483 ... 0.04140771 0.04263016 0.01668444],5
[0.09760484 0.21920462 0.27377416 ... 0.00304257 0.         0.24081564],0
[0. 0. 0. ... 0. 0. 0.],6
[0.15361728 0.         0.         ... 0.00389953 0.00246628 0.33086216],0
[0.35817001 0.35817001 0.01703273 ... 0.0085991  0.01855395 0.04539418],5
[0.15377621 0.0703738  0.1686002  ... 0.29539499 0.03728059 0.00533666],3
[0.25082111 0.25691579 0.25691579 ... 0.01574008 0.03060695 0.10353851],1
[0.15066807 0.02263506 0.03660576 ... 0.         0.         0.        ],7
[0.2347665  0.2303623  0.06102551 ... 0.07524256 0.10504753 0.13132164],2
[0.04986804 0.02661965 0.03149274 ... 0.44717052 0.00812698 0.        ],7
[0.03247817 0.00578112 0.00243962 ... 0.06411761 0.08850416 0.12775007],7
[0.25891862 0.23958254 0.23157999 ... 0.09694803 0.30587158 0.25756623],0
[0.39089044 0.11723392 0.         ... 0.         0.0752218  0.34629966],3
[0.27356519 0.05554234 0.0588694  ... 0.08593309 0.02007637 0.02289058],4
[0.05572386 0.         0.         ... 0.11085825 0.         0.        ],5
[0.0789121  0.         0.01239984 ... 0.         0.02253777 0.        ],6
[0.24188251 0.02190856 0.         ... 0.03857963 0.07305601 0.07688073],5
[0.1876063  0.06101824 0.15092762 ... 0.17990864 0.13510243 0.12047941],5
[0.32117087 0.14035114 0.23703625 ... 0.11175523 0.18564647 0.09901777],6
[0.37823707 0.08702139 0.02329216 ... 0.23846349 0.19863509 0.09850614],0
[0.07095806 0.07080902 0.09927603 ... 0.         0.         0.        ],5
[0.12672878 0.34303132 0.0518944  ... 0.29784654 0.18254628 0.16979628],4
[0.22451798 0.19482839 0.24236397 ... 0.23306851 0.33603983 0.07534754],4
[0.1475066  0.         0.02317843 ... 0.0817075  0.         0.        ],6
[0.01601589 0.01595316 0.02915141 ... 0.26697178 0.26697178 0.0648269 ],4
[0.2750458  0.07542563 0.20449195 ... 0.0180885  0.         0.11824869],2
[0.02790067 0.00415919 0.005261   ... 0.         0.         0.        ],3
[0.37776111 0.31460974 0.         ... 0.         0.         0.        ],4
[0.17457738 0.00259996 0.00328872 ... 0.00284331 0.00705338 0.03932694],4
[0.13786883 0.08028268 0.12112286 ... 0.09911072 0.0366589  0.15148023],1
[0.30012252 0.10260992 0.02724323 ... 0.02761684 0.         0.01074987],4
[0.1505279  0.03804109 0.0201918  ... 0.03680091 0.07822928 0.        ],4
[0.39226949 0.08389429 0.         ... 0.         0.         0.        ],5
[0.24131967 0.1409046  0.24131967 ... 0.14775357 0.16828852 0.15975144],6
[0.27855862 0.25080456 0.11591079 ... 0.2354     0.23486248 0.00879392],0
[0.22495975 0.27133673 0.04314412 ... 0.         0.06081844 0.39955733],0
[0.1652585  0.         0.0779036  ... 0.14328906 0.10556753 0.10366472],5
[0.06955605 0.07869724 0.25003117 ... 0.04406319 0.         0.        ],4
[0.3435903  0.04320528 0.         ... 0.04882868 0.13272092 0.13860006],5
[0.31771714 0.31771714 0.08988319 ... 0.26403696 0.23761813 0.01511131],7
[0.12598752 0.1660561  0.08494559 ... 0.05231266 0.03877646 0.01444216],1
[0.22802247 0.0396103  0.11313094 ... 0.262732   0.39948953 0.13418861],5
[0. 0. 0. ... 0. 0. 0.],6
[0.25067728 0.10858771 0.25067728 ... 0.         0.         0.        ],3
